842420201056526300, #alarm Prio: 1 Vechtpartij Nieuwe Uilenburgerstraat 1011LX Amsterdam - Nieuwe Batavierstraat 2, 1011 LK Amsterdam, Netherlands, 52.3702675, 4.9044984, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1489683601999, , , 
842420288943923200, ⒍ #IOCprev2017
⒎ Victor Stancescu
⒏ Fabrice Zumbrunnen
⒐ Geert Wilders
⒑ Kühe

2017/3/16 17:50 CET #trndnl https://t.co/WHwtAM2j31, 46.813, 8.4445, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Switzerland</a>, 804816424321634300, nl, 1489683622953, 842420287723331600, 804816424321634300, trendinaliaCH
842422052212604900, A1 13151 Rit 31878 Amsterdam Heemstedestraat Westlandgracht https://t.co/XokNq8WGaY #p2000, 52.3519114, 4.8487926, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489684043349, , , 
842422217195544600, Prio: 1 Letsel Heemstedestraat Amsterdam https://t.co/sfNlRJF1xN #p2000, 52.3519114, 4.8487926, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489684082684, , , 
842422227006029800, #AMSTERDAM #AML | Prio: 1 Letsel Heemstedestraat Amsterdam | https://t.co/JmbPuTDac5, 52.351603, 4.84801, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1489684085023, , , 
842422276431720400, Hoe anders was de sfeer bij de #pvda Na een historisch verlies moet de partij verder met slechts… https://t.co/GM7gJa1Rdz, 52.0787199, 4.31426, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 22008287, nl, 1489684096807, , , 
842422566274908200, Gewoon omdat ik daar heel veel zin in had! Gevulde rauwe tonijn rolletjes.... super treat‼️‼️ @… https://t.co/jCYWkNfKfK, 52.3551063, 4.8895598, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 87639689, nl, 1489684165911, , , 
842422802896560100, Rutte heeft het populisme van Wilders niet gestopt maar het gewoon overgenomen #dwdd https://t.co/Bx85cd80JM, 51.18918919, 4.197251, <a href="http://www.tweetcaster.com" rel="nofollow">TweetCaster for Android</a>, 517477928, nl, 1489684222326, , , 
842422888443568100, Spring'o'time!!! @ 'T Nieuwe Diep https://t.co/xmsR5QW6qv, 52.36204, 4.9502, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 182124902, nl, 1489684242722, , , 
842422952591278100, File op A58 Langzaam rijdend tot stilstaand verkeer #A58 #A58_KML #file #fileleed #verkeer https://t.co/pnAx1eEBhB, 51.53256, 4.74197, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684258016, , , 
842422969720832000, File op A50 Stilstaand verkeer #A50 #A50_KJK #file #fileleed #verkeer https://t.co/bwzFN6qmVH, 51.73602, 5.5791, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684262100, , , 
842422990201606100, File op E35 Stilstaand verkeer #E35 #E35_LKB #file #fileleed #verkeer https://t.co/v75BGmcaDY, 52.07525, 5.07365, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684266983, , , 
842423009336016900, File op A15 Stilstaand verkeer #A15 #A15_ROT #file #fileleed #verkeer https://t.co/pLE11QvPcH, 51.8676, 4.44161, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684271545, , , 
842423423896703000, Alles er ff uitrennen in de natuur is zo heerlijk! #trailrunning… https://t.co/Q1G35f2pGd, 52.909722, 6.280556, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 34988342, nl, 1489684370384, , , 
842423734392758300, Wake up! #littleplanet #360 #insta360 @ Amsterdam Vondelpark https://t.co/VxzYqqVEbY, 52.3592, 4.8735, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 722429159608295400, nl, 1489684444412, , , 
842423845122367500, De meest corrupte partij van Nederland wordt de grootste Leve de democratie en het graaien
Succes NL.
 #dwdd
https://t.co/zSuiCRpAcv, 51.18918919, 4.197251, <a href="http://www.tweetcaster.com" rel="nofollow">TweetCaster for Android</a>, 517477928, nl, 1489684470812, , , 
842423866462986200, heerlijk ritje! voor 't eerst dit jaar in zome... I just finished cycling 84.93 km in 2h:38m:19s with #Endomondo https://t.co/zoUrTujNKw, 52.372425, 4.890849, <a href="http://www.endomondo.com" rel="nofollow">Endomondo</a>, 14938006, nl, 1489684475900, , , 
842424106234609700, File op N201 Stilstaand verkeer #N201 #N201_VIN #file #fileleed #verkeer https://t.co/97wlPYVw6s, 52.21855, 4.93762, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684533066, , , 
842424126480478200, File op A28 Langzaam rijdend tot stilstaand verkeer #A28 #A28_PBZ #file #fileleed #verkeer https://t.co/nOYHDTUOZ4, 52.09216, 5.18822, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684537893, , , 
842424143127666700, File op A58 Langzaam rijdend tot stilstaand verkeer #A58 #A58_PJT #file #fileleed #verkeer https://t.co/F0HSmAL4yH, 51.53523, 5.09416, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684541862, , , 
842424159925878800, File op A27 Stilstaand verkeer #A27 #A27_KKP #file #fileleed #verkeer https://t.co/wVD1H6ATcS, 51.968, 5.09338, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489684545867, , , 
842424522078883800, Het was een mooie dag? Niks van gemerkt, was keihard aan het werk. #zonsondergang ziet er nog… https://t.co/J0kHgr5RQv, 52.280556, 5.330833, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 25576179, nl, 1489684632211, , , 
842424651120689200, NL |  Voeding Spanjaarden steeds veiliger, maar minder gezond - Uit een onderzoek naar het voedingspatroon van de… https://t.co/Lu57w8vw6c, 52.39398971, 4.88725586, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1489684662977, , , 
842424657378603000, NL |  Begeleiding stressstoornis via nieuwe traumaboeken - De afgelopen jaren is de maatschappelijke belangstelling… https://t.co/CDGzxn53Un, 52.39398971, 4.88725586, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1489684664469, , , 
842424659358371800, NL |  Maud pleegde zelfmoord, maar wilde euthanasie - De euthanasiewet: het is een moeilijk onderwerp waar veel… https://t.co/isZGAAbtbl, 52.39398971, 4.88725586, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1489684664941, , , 
842424980591763500, #recruitment #managers #diner (@ Bij Qunis in Lijnden) https://t.co/FwK2gPaCmX, 52.35332958, 4.76125852, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 26712971, nl, 1489684741529, , , 
842424995594805200, I'm at Bierfabriek in Amsterdam, Noord-Holland w/ @yavastunahan https://t.co/6xYYoXgFAV, 52.37050486, 4.89339829, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 164036935, nl, 1489684745106, , , 
842425317775966200, ⒍ #SBBGKK
⒎ Fabrice Zumbrunnen
⒏ Victor Stancescu
⒐ Fleisch
⒑ Geert Wilders

2017/3/16 18:15 CET #trndnl https://t.co/WHwtAM2j31, 46.813, 8.4445, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Switzerland</a>, 804816424321634300, nl, 1489684821920, 842425316387647500, 804816424321634300, trendinaliaCH
842425523611525100, AMSTERDAM: De burgernetactie ivm de vermissing vanaf de Johannes Verhulststraat in Amsterdam wordt afgesloten. W https://t.co/ADm0S8Og6W, 52.35373463, 4.86727476, <a href="http://www.burgernet.nl" rel="nofollow">Burgernet Provincie NH Koppeling</a>, 819516859, nl, 1489684870995, , , 
842425588744872000, Amsterdam - De burgernetactie ivm de vermissing vanaf de Johannes Verhulststraat in Amsterdam wordt afgesloten. Wi...https://t.co/i4xR3thhcH, 52.35373463, 4.86727476, <a href="http://www.burgernetnl.nl" rel="nofollow">BurgernetNL App</a>, 1870524908, nl, 1489684886524, , , 
842425895558119400, I am coming to Amstelveen! Ik kom naar Amstelveen met mijn eigen orkest en het is echt niet lang… https://t.co/k1RKHLKwU5, 52.3, 4.86667, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 39959072, nl, 1489684959674, , , 
842426604945059800, File op A1 Langzaam rijdend tot stilstaand verkeer #A1 #A1_MNL #file #fileleed #verkeer https://t.co/WYyy8YB0NC, 52.28948, 5.18211, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489685128805, , , 
842427377691025400, #nofilter #lente #amsterdam #sunset moooooi @ Cafe Smit &amp; Voogt https://t.co/lvibwUJbSR, 52.3672296, 4.9094202, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 445477191, nl, 1489685313042, , , 
842427402856857600, B1 13120 Rit 31883 Amsterdam Statenjachtstraat 1034CS 1 BIJ 2 WEST Dagopname https://t.co/ur5PB74AL7 #p2000, 52.4057126, 4.918917, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489685319042, , , 
842427756738682900, #alarm Prio: 1 Letsel Heemstedestraat Amsterdam - Delflandlaan 121, 1062 EA Amsterdam, Netherlands, 52.351586, 4.8408178, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1489685403414, , , 
842427984501977100, File op N237 Stilstaand verkeer #N237 #N237_QRZ #file #fileleed #verkeer https://t.co/pr8ntvdqLl, 52.10298, 5.17585, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489685457717, , , 
842428001849638900, File op N227 Langzaam rijdend tot stilstaand verkeer #N227 #N227_A12 #file #fileleed #verkeer https://t.co/hxDznHtDv5, 52.08078, 5.36016, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489685461853, , , 
842429093752758300, File op A1 Stilstaand verkeer #A1 #A1_TRR #file #fileleed #verkeer https://t.co/8J7VZR8Ov9, 52.23567, 6.20521, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489685722183, , , 
842429711938654200, Gezien de uitslag kan je eigenkijk alleen maar vaststellen dat nederland steeds meer verdeeld is.
#verkiezingen #formatie, 52.6688257, 5.0564332, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 839078879931285500, nl, 1489685869570, , , 
842429974074294300, Frisse lichtgehopte ale - Drinking a Datisanderekoekoek by @Bird_Brewery @ Abcoude  — https://t.co/dD4lpXHtSg #photo, 52.2723, 4.96929, <a href="https://untappd.com" rel="nofollow">Untappd</a>, 118155499, nl, 1489685932068, , , 
842430288407982100, De #julianabrug in #zaandam #zaandijk ging open om 18:38 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen, 52.471471, 4.813427, <a href="https://brugopen.nl" rel="nofollow">BrugOpen</a>, 3375579785, nl, 1489686007011, , , 
842430343370100700, ⒍ Board
⒎ Fabrice Zumbrunnen
⒏ Victor Stancescu
⒐ Fleisch
⒑ Geert Wilders

2017/3/16 18:35 CET #trndnl https://t.co/WHwtAM2j31, 46.813, 8.4445, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Switzerland</a>, 804816424321634300, nl, 1489686020115, 842430342074064900, 804816424321634300, trendinaliaCH
842430364903694300, Even snel benen (at @BasicFitNl in Groningen, Nederland) https://t.co/I5oe7Rv7tu, 53.23954925, 6.57805466, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 187120506, nl, 1489686025249, , , 
842431034650161200, De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen, 52.471471, 4.813427, <a href="https://brugopen.nl" rel="nofollow">BrugOpen</a>, 3375579785, nl, 1489686184929, 842430288407982100, 3375579785, OpenBrug
842431225553813500, #Amsterdam #Friends #museum @ Rijksmuseum https://t.co/uTmj4wzIsN, 52.35995, 4.8853799, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 2755787002, nl, 1489686230444, , , 
842431256939925500, Demonstratie avond Atag magna ovens (at @ATAG NEDERLAND in Duiven, Nederland) https://t.co/93mLamlChk, 51.96503449, 6.01023698, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 130099809, nl, 1489686237927, , , 
842431309100212200, Breakdeweek zonder Mirella 😯 @ Boca's Park https://t.co/ZSYjYMzVPb, 52.35449114, 4.89374506, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 126306855, nl, 1489686250363, , , 
842431547877679100, #Egaylity -  Begeleiding stressstoornis via nieuwe traumaboeken - De afgelopen jaren is de maatschappelijke… https://t.co/2vT46O0nqk, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1489686307292, , , 
842431550939570200, #Egaylity -  Maud pleegde zelfmoord, maar wilde euthanasie - De euthanasiewet: het is een moeilijk onderwerp waar… https://t.co/NIxBfvqVUj, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1489686308022, , , 
842431556455080000, #Egaylity -  Begeleiding stressstoornis via nieuwe traumaboeken - De afgelopen jaren is de maatschappelijke… https://t.co/801ZAXDlLU, 52.44168021, 4.90868926, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1489686309337, , , 
842431559017758700, #Egaylity -  Maud pleegde zelfmoord, maar wilde euthanasie - De euthanasiewet: het is een moeilijk onderwerp waar… https://t.co/yQfflgXOji, 52.44168021, 4.90868926, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1489686309948, , , 
842431561265954800, #Egaylity -  Begeleiding stressstoornis via nieuwe traumaboeken - De afgelopen jaren is de maatschappelijke… https://t.co/vt8dMqtdkn, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1489686310484, , , 
842431563358847000, #Egaylity -  Maud pleegde zelfmoord, maar wilde euthanasie - De euthanasiewet: het is een moeilijk onderwerp waar… https://t.co/KhHN7KIEeD, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1489686310983, , , 
842431592085770200, File op A1 Stilstaand verkeer #A1 #A1_TQQ #file #fileleed #verkeer https://t.co/820XNdx7Tg, 52.23469, 6.19004, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489686317832, , , 
842431610620387300, File op A15 Stilstaand verkeer #A15 #A15_SLI #file #fileleed #verkeer https://t.co/ukgfNnqjzj, 51.82469, 4.79852, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489686322251, , , 
842431644481028100, Oh Amsterdam • #gramthedam @ Muntplein, Amsterdam https://t.co/7iCyVD2FCY, 52.366944, 4.893333, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 17913440, nl, 1489686330324, , , 
842432847327682600, File op A27 Stilstaand verkeer #A27 #A27_BJK #file #fileleed #verkeer https://t.co/9tcUFiHtBk, 51.80546, 4.93323, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489686617105, , , 
842432977997029400, One fine day in #amsterdam.. @ Lijnbaansgracht https://t.co/HwIor4qtPx, 52.38158156, 4.88164049, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 372836038, nl, 1489686648259, , , 
842433009768927200, #Phonar #NationScenes @ Amsterdam, Netherlands https://t.co/I4TUdp83Sq, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 17687064, nl, 1489686655834, , , 
842433241302892500, B1 13190 Rit 31887 Amsterdam De Boelelaan 1081HV 1117 VU 5D ccu https://t.co/VQSvuG6rGi #p2000, 52.3349075, 4.8731634, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489686711036, , , 
842433297846304800, Drankjes, nieuwe muziekjes, leuke mensen en Gibson gitaren! 🎉🎸🎤👏🏻 @ Gibson Amsterdam https://t.co/H1GVIvwb0o, 52.3838099, 4.90227, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 247371192, nl, 1489686724517, , , 
842433500225626100, #fitness #fitnessmotivation 😅 @ Het Diemerbos https://t.co/eEkK6HylZT, 52.32737, 5.00179, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 546906104, nl, 1489686772768, , , 
842433764575854600, #fitness #fitnessmotivation 😅 @ Het Diemerbos https://t.co/MosLTkJEGE, 52.32737, 5.00179, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 546906104, nl, 1489686835794, , , 
842434075604340700, #TBT #throwback #amsterdam🇳🇱 #amsterdamworld @ Amsterdam, Netherlands https://t.co/3NukE2IZsc, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 47437452, nl, 1489686909949, , , 
842434101667872800, P 1 (inci 11) Blusinstallatie OMS Trouw Nutrition Nederland BV OMS 04306 Nijverheidsweg 2 3881LA Putten 067441 (sprinkler), 52.2671798, 5.5818941, <a href="http://www.112app.nl" rel="nofollow">112app.nl</a>, 198501474, nl, 1489686916163, , , 
842434102758412300, File op A27 Langzaam rijdend tot stilstaand verkeer #A27 #A27_NOO #file #fileleed #verkeer https://t.co/kP3gaNDiP6, 51.85454, 4.95429, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489686916423, , , 
842434110270382100, #PUTTEN #brandweer | P 1 (inci 11) Blusinstallatie OMS Trouw Nutrition Nederland BV OMS 04306 Nijverheidsweg __  | https://t.co/L3gXXXBEGh, 52.267176, 5.581145, <a href="http://112alarm.net" rel="nofollow">112alarm Putten</a>, 2428839726, nl, 1489686918214, , , 
842434432871067600, Gewoon omdat het kan! Halve zijde zalm uit de oven #easycooking #salmonwithherbs… https://t.co/scU0cPrOLj, 52.45175225, 4.81100441, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 2299913107, nl, 1489686995128, , , 
842434677273198600, Hard lopen #rennen (@ Sloterplas in Amsterdam, Noord-Holland) https://t.co/3FU5SPHBVR, 52.36583954, 4.82459107, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 141943868, nl, 1489687053398, , , 
842435097513103400, P 1 Meting (Aardgas) , Nieuwe Gouw 55 Amsterdam [ 13GG02 13ASLN 13ASZ ] https://t.co/DNukJB7Kqk #p2000, 52.4058013, 4.9646921, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489687153591, , , 
842435244858974200, Mini-reünie! (@ Politie Limburg-Zuid - @politielbz in Maastricht, Nederland) https://t.co/FijtTDfqko, 50.84144883, 5.68757057, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 2981674971, nl, 1489687188721, , , 
842435333853655000, ⒍ #sms17
⒎ IJburg
⒏ #transformationday
⒐ #logistiek2017
⒑ Selena

2017/3/16 18:55 CET #trndnl https://t.co/tOVVBU3TJP, 52.3731, 4.8932, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Netherlands</a>, 1166383453, nl, 1489687209939, 842435332683386900, 1166383453, trendinaliaNL
842435349779497000, File op A1 Stilstaand verkeer #A1 #A1_PJZ #file #fileleed #verkeer https://t.co/pb2HYCBJY5, 52.24303, 6.29959, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489687213736, , , 
842435382159396900, ⒍ Board
⒎ Fabrice Zumbrunnen
⒏ Victor Stancescu
⒐ Fleisch
⒑ Geert Wilders

2017/3/16 18:50 CET #trndnl https://t.co/WHwtAM2j31, 46.813, 8.4445, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Switzerland</a>, 804816424321634300, nl, 1489687221456, 842435380469104600, 804816424321634300, trendinaliaCH
842435851455873000, Trend Alert: 'IJburg'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/vlnlPTr95v, 52.3731, 4.8932, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Netherlands</a>, 1166383453, nl, 1489687333345, , , 
842436603834449900, File op A2 Stilstaand verkeer #A2 #A2_QTH #file #fileleed #verkeer https://t.co/TC11KshlcF, 51.40542, 5.48054, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489687512726, , , 
842437400404086800, I'm at Bistrot Neuf in Amsterdam, Noord-Holland https://t.co/BUhvUeMtgE https://t.co/U4G17YKlKI, 52.37937823, 4.89378959, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 273903474, nl, 1489687702643, , , 
842437501637787600, Eerste in Mediavormgeven en derde met Provincie en Gerenzo weer gemeet. Im happy🎉❤… https://t.co/q14dQesJyL, 52.34123, 4.88991, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 1615337226, nl, 1489687726779, , , 
842437833172385800, Dam @ Amsterdam, Netherlands https://t.co/4LpnNarlTM, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 329895501, nl, 1489687805823, , , 
842437862603788300, File op A1 Stilstaand verkeer #A1 #A1_RNM #file #fileleed #verkeer https://t.co/JRRvP1pHxG, 52.23749, 6.22432, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1489687812840, , , 
842438323335491600, A2 13112 Rit 31892 Amsterdam Meer en Vaart 1068LA 175 Meram Cafe/Restaurant https://t.co/AuJZuLnSDr #p2000, 52.3613137, 4.8069115, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489687922687, , , 
842438574330921000, Klein rondje knallen uit het werk #springisintheair #mtb #strava @ Haarlem, Netherlands https://t.co/4c3rARjCnq, 52.38208523, 4.63904824, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 22751390, nl, 1489687982529, , , 
842438590927913000, De #julianabrug in #zaandam #zaandijk ging open om 19:11 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen, 52.471471, 4.813427, <a href="https://brugopen.nl" rel="nofollow">BrugOpen</a>, 3375579785, nl, 1489687986486, , , 
842438877205958700, Hele andere dag. Gympies in het gras. Zonnetje op de bol. ☺️☀️ @ Westerpark https://t.co/jsIel27HRx, 52.38611, 4.8775, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 1121704334, nl, 1489688054740, , , 
842438962656481300, #KROMMENIE #ZAW | Verkeersstremming Vaartbrug Krommenie opgelost. Brug weer in werking. | https://t.co/E0Frf3fobC, 52.5034775, 4.7571696, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1489688075113, , , 
842439089202815000, De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen, 52.471471, 4.813427, <a href="https://brugopen.nl" rel="nofollow">BrugOpen</a>, 3375579785, nl, 1489688105284, 842438590927913000, 3375579785, OpenBrug
842439092373737500, LAATSTE 8....!!!!!

ALLES GEVEN!!!

   ❌    ❌    ❌ @ Amsterdam ArenA https://t.co/bkS7xtVj90, 52.31375909, 4.94203107, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 68538150, nl, 1489688106040, , , 
842439166570954800, Blij dat zoveel mensen gestemd hebben. Blij dat de PVV landelijk niet de grootste is, blij dat… https://t.co/CNoHRHbKx7, 51.14332421, 5.93730479, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 112689638, nl, 1489688123730, , , 
842439189971009500, I'm at Rivierenbuurt in Amsterdam, Noord-Holland https://t.co/KrFAxXEsEg, 52.34434099, 4.89669098, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 255085161, nl, 1489688129309, , , 
842439282040176600, Rutte heeft het populisme van Wilders niet gestopt maar het gewoon overgenomen #dwdd https://t.co/Bx85cd80JM, 51.18918919, 4.197251, <a href="http://www.tweetcaster.com" rel="nofollow">TweetCaster for Android</a>, 517477928, nl, 1489688151260, , , 
