id,tag,lat,long,tweet
839758424485335000,gl, 52.31235718, 4.94404142, Opboux De Meetup @groenlinks (at @AFASLive in Amsterdam  Noord-Holland) https://t.co/oDtXeXLcku https://t.co/AflEcMMmNR
839871318333907000,cu, 52.39398971, 4.88725586, NL |  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en lid is… https://t.co/NZzA3tzyE6
839825175528906800,cu, 52.41582261, 4.89990234, NL |  Homoseksuelen welkom bij de ChristenUnie https://t.co/Ro18ol7CX1
839859086040551400,cu, 52.37722611, 4.89824219, #Egaylity -  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en… https://t.co/vP4iJGcjxG
839858887427686400,cu, 52.37722611, 4.89824219, #Egaylity -  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en… https://t.co/e7C8ER19yj
839885604938641400,gl, 52.31232, 4.9442199, Gearriveerd bij AFAS Live voor de meetup van #GroenLinks! #Klaver #stemvoorverandering… https://t.co/cVgioya9tc
839920124610084900,gl, 52.31232, 4.9442199, Groen rechts  groen links. Applaus! 🎶#groenlinks #jesse #letsdothis @ AFAS Live https://t.co/u4josBJL7c
840211686552424400,vvd, 52.3349075, 4.8731634, B1 13117 Rit 29380 Amsterdam De Boelelaan 1081HV 1117 VU 5D Holding cardiologie https://t.co/SHJvVDx7l9 #p2000
840247806849871900,gl, 52.3324135, 4.9136925, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink @ Stichting Noodzaak https://t.co/MhrwCkc7as
840256587780522000,d66, 52.3324135, 4.9136925, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink Artikel1 en D66 @… https://t.co/MhrwCkc7as
840256587780522000,gl, 52.3324135, 4.9136925, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink Artikel1 en D66 @… https://t.co/MhrwCkc7as
840472265586294800,cu, 52.36792726, 4.85509803, Quas G powerrrrr . Wouw! #gospel #rap #CUinactie christenunie @quasg @ Maranatha Ministries… https://t.co/xGuHdbFefJ
840564236451369000,cu, 52.39398971, 4.88725586, MWNL -  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en lid… https://t.co/boK7w2Zgc1
840566182096830500,d66, 52.357611, 4.881619, Women's March met de liefste @meltemd66 én zelfgemaakt bordjes ❤ #womensmarch @ Museumplein https://t.co/4wbuCBfCZR
840602055274303500,sp, 52.3612998, 4.8767679, A1 13102 Rit 29829 Amsterdam Roemer Visscherstraat https://t.co/NOFQnD1Hdo #p2000
840621437119541200,sgp, 52.3395753, 4.8732716, A1 13161 Rit 29847 Amsterdam Zuidplein 1077XV 10 Metro Amsterdam Zuid https://t.co/brIXJSgpUr #p2000
840644487663636500,cu, 52.31373012, 4.95127529, Mooie actie  flink veel CU-blauw en samen met o.a. @gertjansegers (1) Joel Voordewind (3) en… https://t.co/GODgJbHin4
840903757487603700,vvd, 52.3445294, 4.7837182, P 2 Dier in nood (13GG04) (Hond)   Zwarte Pad Amsterdam [ 13VVD ] https://t.co/GLBqoCn58Q #p2000
840911423949557800,cu, 52.37387263, 4.90373535, MWNL -  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en lid… https://t.co/1K4c3s7jo9
841349950470537200,pvv, 52.34123, 4.88991, Al dat gezeik over de PVV en die opgefokte Turken. En die verschrikkelijke honger op de wereld.… https://t.co/rnRx1Xp8n9
842495291991478300,sgp, 52.3731, 4.8922, 🖼 @ Amsterdam  Netherlands https://t.co/usgpnymYWn
842485653510135800,gl, 52.3731, 4.8932, ⒍ Europa League⒎ Van Barneveld⒏ Camiel Eurlings⒐ IJburg⒑ GroenLinks2017/3/16 22:14 CET #trndnl https://t.co/tOVVBU3TJP
842533976124276700,pvda, 52.3731, 4.8932, Trend Alert: 'PvdA'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/S3zq0syO3x
842535983237099500,pvda, 52.3731, 4.8932, ⒍ Van Gerwen⒎ Boef⒏ #rtl7darts⒐ #munros⒑ PvdA2017/3/17 01:31 CET #trndnl https://t.co/tOVVBU3TJP
842541022378836000,pvda, 52.3731, 4.8932, ⒍ Boef⒎ #Eurlings⒏ #tk17⒐ PvdA⒑ Edith Schippers2017/3/17 01:56 CET #trndnl https://t.co/tOVVBU3TJP
842546052850839600,pvda, 52.3731, 4.8932, ⒍ Boef⒎ #Eurlings⒏ #tk17⒐ PvdA⒑ Edith Schippers2017/3/17 02:17 CET #trndnl https://t.co/tOVVBU3TJP
842551087378788400,pvda, 52.3731, 4.8932, ⒍ Boef⒎ #tk17⒏ PvdA⒐ Edith Schippers⒑ #uitslagenavond2017/3/17 02:31 CET #trndnl https://t.co/tOVVBU3TJP
842556118287044600,pvda, 52.3731, 4.8932, ⒍ Boef⒎ #tk17⒏ PvdA⒐ Edith Schippers⒑ #uitslagenavond2017/3/17 02:51 CET #trndnl https://t.co/tOVVBU3TJP
